Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
decorate,admire,physical-positive,psychological-positive,ValenceMatchingOnly
decorate,adore,physical-positive,psychological-positive,ValenceMatchingOnly
decorate,cherish,physical-positive,psychological-positive,ValenceMatchingOnly
clean,content,physical-positive,psychological-positive,ValenceMatchingOnly
clean,encourage,physical-positive,psychological-positive,ValenceMatchingOnly
clean,appreciate,physical-positive,psychological-positive,ValenceMatchingOnly
clean,impress,physical-positive,psychological-positive,ValenceMatchingOnly
clean,like,physical-positive,psychological-positive,ValenceMatchingOnly
clean,reassure,physical-positive,psychological-positive,ValenceMatchingOnly
clean,respect,physical-positive,psychological-positive,ValenceMatchingOnly
clean,admire,physical-positive,psychological-positive,ValenceMatchingOnly
clean,adore,physical-positive,psychological-positive,ValenceMatchingOnly
clean,cherish,physical-positive,psychological-positive,ValenceMatchingOnly
rust,offend,physical-negative,psychological-negative,ValenceMatchingOnly
rust,despair,physical-negative,psychological-negative,ValenceMatchingOnly
rust,irritate,physical-negative,psychological-negative,ValenceMatchingOnly
rust,displease,physical-negative,psychological-negative,ValenceMatchingOnly
rust,dishonor,physical-negative,psychological-negative,ValenceMatchingOnly
rust,embarrass,physical-negative,psychological-negative,ValenceMatchingOnly
rust,discourage,physical-negative,psychological-negative,ValenceMatchingOnly
rust,dismay,physical-negative,psychological-negative,ValenceMatchingOnly
rust,criticize,physical-negative,psychological-negative,ValenceMatchingOnly
rust,dread,physical-negative,psychological-negative,ValenceMatchingOnly
slaughter,offend,physical-negative,psychological-negative,ValenceMatchingOnly
slaughter,despair,physical-negative,psychological-negative,ValenceMatchingOnly
slaughter,irritate,physical-negative,psychological-negative,ValenceMatchingOnly
slaughter,displease,physical-negative,psychological-negative,ValenceMatchingOnly
slaughter,dishonor,physical-negative,psychological-negative,ValenceMatchingOnly
slaughter,embarrass,physical-negative,psychological-negative,ValenceMatchingOnly
slaughter,discourage,physical-negative,psychological-negative,ValenceMatchingOnly
slaughter,dismay,physical-negative,psychological-negative,ValenceMatchingOnly
slaughter,criticize,physical-negative,psychological-negative,ValenceMatchingOnly
slaughter,dread,physical-negative,psychological-negative,ValenceMatchingOnly
slash,offend,physical-negative,psychological-negative,ValenceMatchingOnly
slash,despair,physical-negative,psychological-negative,ValenceMatchingOnly
slash,irritate,physical-negative,psychological-negative,ValenceMatchingOnly
slash,displease,physical-negative,psychological-negative,ValenceMatchingOnly
slash,dishonor,physical-negative,psychological-negative,ValenceMatchingOnly
slash,embarrass,physical-negative,psychological-negative,ValenceMatchingOnly
slash,discourage,physical-negative,psychological-negative,ValenceMatchingOnly
slash,dismay,physical-negative,psychological-negative,ValenceMatchingOnly
slash,criticize,physical-negative,psychological-negative,ValenceMatchingOnly
slash,dread,physical-negative,psychological-negative,ValenceMatchingOnly
crash,offend,physical-negative,psychological-negative,ValenceMatchingOnly
crash,despair,physical-negative,psychological-negative,ValenceMatchingOnly
crash,irritate,physical-negative,psychological-negative,ValenceMatchingOnly
crash,displease,physical-negative,psychological-negative,ValenceMatchingOnly
crash,dishonor,physical-negative,psychological-negative,ValenceMatchingOnly
crash,embarrass,physical-negative,psychological-negative,ValenceMatchingOnly
crash,discourage,physical-negative,psychological-negative,ValenceMatchingOnly
crash,dismay,physical-negative,psychological-negative,ValenceMatchingOnly
crash,criticize,physical-negative,psychological-negative,ValenceMatchingOnly
crash,dread,physical-negative,psychological-negative,ValenceMatchingOnly
tear,offend,physical-negative,psychological-negative,ValenceMatchingOnly
tear,despair,physical-negative,psychological-negative,ValenceMatchingOnly
tear,irritate,physical-negative,psychological-negative,ValenceMatchingOnly
tear,displease,physical-negative,psychological-negative,ValenceMatchingOnly
tear,dishonor,physical-negative,psychological-negative,ValenceMatchingOnly
tear,embarrass,physical-negative,psychological-negative,ValenceMatchingOnly
tear,discourage,physical-negative,psychological-negative,ValenceMatchingOnly
tear,dismay,physical-negative,psychological-negative,ValenceMatchingOnly
tear,criticize,physical-negative,psychological-negative,ValenceMatchingOnly
tear,dread,physical-negative,psychological-negative,ValenceMatchingOnly
burn,offend,physical-negative,psychological-negative,ValenceMatchingOnly
burn,despair,physical-negative,psychological-negative,ValenceMatchingOnly
burn,irritate,physical-negative,psychological-negative,ValenceMatchingOnly
burn,displease,physical-negative,psychological-negative,ValenceMatchingOnly
burn,dishonor,physical-negative,psychological-negative,ValenceMatchingOnly
burn,embarrass,physical-negative,psychological-negative,ValenceMatchingOnly
burn,discourage,physical-negative,psychological-negative,ValenceMatchingOnly
burn,dismay,physical-negative,psychological-negative,ValenceMatchingOnly
burn,criticize,physical-negative,psychological-negative,ValenceMatchingOnly
burn,dread,physical-negative,psychological-negative,ValenceMatchingOnly
hit,offend,physical-negative,psychological-negative,ValenceMatchingOnly
hit,despair,physical-negative,psychological-negative,ValenceMatchingOnly
hit,irritate,physical-negative,psychological-negative,ValenceMatchingOnly
hit,displease,physical-negative,psychological-negative,ValenceMatchingOnly
hit,dishonor,physical-negative,psychological-negative,ValenceMatchingOnly
hit,embarrass,physical-negative,psychological-negative,ValenceMatchingOnly
hit,discourage,physical-negative,psychological-negative,ValenceMatchingOnly
hit,dismay,physical-negative,psychological-negative,ValenceMatchingOnly
hit,criticize,physical-negative,psychological-negative,ValenceMatchingOnly
hit,dread,physical-negative,psychological-negative,ValenceMatchingOnly
stain,offend,physical-negative,psychological-negative,ValenceMatchingOnly
stain,despair,physical-negative,psychological-negative,ValenceMatchingOnly
stain,irritate,physical-negative,psychological-negative,ValenceMatchingOnly
stain,displease,physical-negative,psychological-negative,ValenceMatchingOnly
stain,dishonor,physical-negative,psychological-negative,ValenceMatchingOnly
stain,embarrass,physical-negative,psychological-negative,ValenceMatchingOnly
stain,discourage,physical-negative,psychological-negative,ValenceMatchingOnly
stain,dismay,physical-negative,psychological-negative,ValenceMatchingOnly
stain,criticize,physical-negative,psychological-negative,ValenceMatchingOnly
stain,dread,physical-negative,psychological-negative,ValenceMatchingOnly
delete,offend,physical-negative,psychological-negative,ValenceMatchingOnly
delete,despair,physical-negative,psychological-negative,ValenceMatchingOnly
delete,irritate,physical-negative,psychological-negative,ValenceMatchingOnly
delete,displease,physical-negative,psychological-negative,ValenceMatchingOnly
delete,dishonor,physical-negative,psychological-negative,ValenceMatchingOnly
delete,embarrass,physical-negative,psychological-negative,ValenceMatchingOnly
delete,discourage,physical-negative,psychological-negative,ValenceMatchingOnly
delete,dismay,physical-negative,psychological-negative,ValenceMatchingOnly
delete,criticize,physical-negative,psychological-negative,ValenceMatchingOnly
delete,dread,physical-negative,psychological-negative,ValenceMatchingOnly
corrode,offend,physical-negative,psychological-negative,ValenceMatchingOnly
corrode,despair,physical-negative,psychological-negative,ValenceMatchingOnly
corrode,irritate,physical-negative,psychological-negative,ValenceMatchingOnly
corrode,displease,physical-negative,psychological-negative,ValenceMatchingOnly
corrode,dishonor,physical-negative,psychological-negative,ValenceMatchingOnly
corrode,embarrass,physical-negative,psychological-negative,ValenceMatchingOnly
corrode,discourage,physical-negative,psychological-negative,ValenceMatchingOnly
corrode,dismay,physical-negative,psychological-negative,ValenceMatchingOnly
corrode,criticize,physical-negative,psychological-negative,ValenceMatchingOnly
corrode,dread,physical-negative,psychological-negative,ValenceMatchingOnly
