"","ID.Ibex","Label","Response","FeatureMatch","Word1","Word2","WordPair","Conceptual","Valence"
"37","66ee4d807a6161ba6a9b5211","control_MaxMatch_Positive_Abstract","51","MaxMatch","freedom","happiness","freedom-happiness","AbstractMatch","PositiveMatch"
"38","66ee4d807a6161ba6a9b5211","test_ValenceMatch_Positive","65","ValenceMatchingOnly","hug","happiness","hug-happiness","ConcreteMismatch","PositiveMatch"
"39","66ee4d807a6161ba6a9b5211","control_MaxMatch_Negative_Concrete","51","MaxMatch","smoke","mud","smoke-mud","ConcreteMatch","NegativeMatch"
"40","66ee4d807a6161ba6a9b5211","control_Dissimilar","0","DissimilarControl","enter","exit","enter-exit","",""
"41","66ee4d807a6161ba6a9b5211","control_Similar","99","SimilarControl","buy","purchase","buy-purchase","",""
"42","66ee4d807a6161ba6a9b5211","control_Dissimilar","0","DissimilarControl","begin","end","begin-end","",""
"43","66ee4d807a6161ba6a9b5211","test_ConceptualMatch_Concrete","48","ConceptualMatchingOnly","flowers","mold","flowers-mold","ConceptualMatch:concrete","PositiveMismatch"
"44","66ee4d807a6161ba6a9b5211","test_ConceptualMatch_Abstract","48","ConceptualMatchingOnly","lonliness","kindness","lonliness-kindness","ConceptualMatch:abstract","NegativeMismatch"
"45","66ee4d807a6161ba6a9b5211","control_MaxMatch_Negative_Abstract","35","MaxMatch","lonliness","shame","lonliness-shame","AbstractMatch","NegativeMatch"
"46","66ee4d807a6161ba6a9b5211","control_Similar","99","SimilarControl","ask","inquire","ask-inquire","",""
"47","66ee4d807a6161ba6a9b5211","control_MaxMismatch","44","MaxMismatch","freedom","vomit","freedom-vomit","AbstractMismatch","PositiveMismatch"
"48","66ee4d807a6161ba6a9b5211","test_ValenceMatch_Negative","52","ValenceMatchingOnly","anxiety","garbage","anxiety-garbage","AbstractMismatch","NegativeMatch"
"49","66ee4d807a6161ba6a9b5211","control_MaxMatch_Positive_Concrete","55","MaxMatch","music","beach","music-beach","ConcreteMatch","PositiveMatch"
"50","66ee4d807a6161ba6a9b5211","control_MaxMatch_Positive_Abstract","65","MaxMatch","love","freedom","love-freedom","AbstractMatch","PositiveMatch"
"51","66ee4d807a6161ba6a9b5211","test_ValenceMatch_Positive","51","ValenceMatchingOnly","beach","freedom","beach-freedom","ConcreteMismatch","PositiveMatch"
"52","66ee4d807a6161ba6a9b5211","control_MaxMatch_Negative_Concrete","74","MaxMatch","garbage","mold","garbage-mold","ConcreteMatch","NegativeMatch"
"53","66ee4d807a6161ba6a9b5211","control_Dissimilar","0","DissimilarControl","give","take","give-take","",""
"54","66ee4d807a6161ba6a9b5211","control_Similar","99","SimilarControl","get","obtain","get-obtain","",""
"55","66ee4d807a6161ba6a9b5211","control_Dissimilar","0","DissimilarControl","arrive","leave","arrive-leave","",""
"56","66ee4d807a6161ba6a9b5211","test_ConceptualMatch_Concrete","41","ConceptualMatchingOnly","sunshine","filth","sunshine-filth","ConceptualMatch:concrete","PositiveMismatch"
"57","66ee4d807a6161ba6a9b5211","test_ConceptualMatch_Abstract","17","ConceptualMatchingOnly","shame","inspiration","shame-inspiration","ConceptualMatch:abstract","NegativeMismatch"
"58","66ee4d807a6161ba6a9b5211","control_MaxMatch_Negative_Abstract","74","MaxMatch","anxiety","envy","anxiety-envy","AbstractMatch","NegativeMatch"
"59","66ee4d807a6161ba6a9b5211","control_Similar","99","SimilarControl","end","finish","end-finish","",""
"60","66ee4d807a6161ba6a9b5211","control_MaxMismatch","40","MaxMismatch","joy","garbage","joy-garbage","AbstractMismatch","PositiveMismatch"
"61","66ee4d807a6161ba6a9b5211","test_ValenceMatch_Negative","47","ValenceMatchingOnly","lonliness","smoke","lonliness-smoke","AbstractMismatch","NegativeMatch"
"62","66ee4d807a6161ba6a9b5211","control_MaxMatch_Positive_Concrete","55","MaxMatch","laughter","beach","laughter-beach","ConcreteMatch","PositiveMatch"
"63","66ee4d807a6161ba6a9b5211","control_MaxMatch_Positive_Abstract","91","MaxMatch","happiness","gratitude","happiness-gratitude","AbstractMatch","PositiveMatch"
"64","66ee4d807a6161ba6a9b5211","test_ValenceMatch_Positive","64","ValenceMatchingOnly","sunshine","kindness","sunshine-kindness","ConcreteMismatch","PositiveMatch"
"65","66ee4d807a6161ba6a9b5211","control_MaxMatch_Negative_Concrete","41","MaxMatch","smoke","vomit","smoke-vomit","ConcreteMatch","NegativeMatch"
"66","62c08fa6cab36e3a08790b49","control_Dissimilar","2","DissimilarControl","add","remove","add-remove","",""
"67","62c08fa6cab36e3a08790b49","control_Similar","98","SimilarControl","help","assist","help-assist","",""
"68","62c08fa6cab36e3a08790b49","test_ValenceMatch_Positive","2","ValenceMatchingOnly","chocolate","inspiration","chocolate-inspiration","ConcreteMismatch","PositiveMatch"
"69","62c08fa6cab36e3a08790b49","test_ValenceMatch_Negative","11","ValenceMatchingOnly","grief","filth","grief-filth","AbstractMismatch","NegativeMatch"
"70","62c08fa6cab36e3a08790b49","control_MaxMatch_Positive_Abstract","69","MaxMatch","hope","happiness","hope-happiness","AbstractMatch","PositiveMatch"
"71","62c08fa6cab36e3a08790b49","test_ConceptualMatch_Abstract","7","ConceptualMatchingOnly","shame","peace","shame-peace","ConceptualMatch:abstract","NegativeMismatch"
"72","62c08fa6cab36e3a08790b49","control_MaxMatch_Negative_Concrete","15","MaxMatch","smoke","injury","smoke-injury","ConcreteMatch","NegativeMatch"
"73","62c08fa6cab36e3a08790b49","test_ConceptualMatch_Concrete","15","ConceptualMatchingOnly","hug","rot","hug-rot","ConceptualMatch:concrete","PositiveMismatch"
"74","62c08fa6cab36e3a08790b49","control_MaxMismatch","11","MaxMismatch","peace","rust","peace-rust","AbstractMismatch","PositiveMismatch"
"75","62c08fa6cab36e3a08790b49","control_MaxMatch_Negative_Abstract","38","MaxMatch","anxiety","failure","anxiety-failure","AbstractMatch","NegativeMatch"
"76","62c08fa6cab36e3a08790b49","control_Dissimilar","6","DissimilarControl","arrive","leave","arrive-leave","",""
"77","62c08fa6cab36e3a08790b49","control_Similar","98","SimilarControl","end","finish","end-finish","",""
"78","62c08fa6cab36e3a08790b49","control_MaxMatch_Positive_Concrete","8","MaxMatch","rain","fireplace","rain-fireplace","ConcreteMatch","PositiveMatch"
"79","62c08fa6cab36e3a08790b49","control_Dissimilar","9","DissimilarControl","give","take","give-take","",""
"80","62c08fa6cab36e3a08790b49","control_Similar","99","SimilarControl","speak","talk","speak-talk","",""
"81","62c08fa6cab36e3a08790b49","test_ValenceMatch_Positive","8","ValenceMatchingOnly","fireplace","freedom","fireplace-freedom","ConcreteMismatch","PositiveMatch"
"82","62c08fa6cab36e3a08790b49","test_ValenceMatch_Negative","11","ValenceMatchingOnly","shame","rust","shame-rust","AbstractMismatch","NegativeMatch"
"83","62c08fa6cab36e3a08790b49","control_MaxMatch_Positive_Abstract","77","MaxMatch","happiness","gratitude","happiness-gratitude","AbstractMatch","PositiveMatch"
"84","62c08fa6cab36e3a08790b49","test_ConceptualMatch_Abstract","16","ConceptualMatchingOnly","shame","inspiration","shame-inspiration","ConceptualMatch:abstract","NegativeMismatch"
"85","62c08fa6cab36e3a08790b49","control_MaxMatch_Negative_Concrete","71","MaxMatch","mud","mold","mud-mold","ConcreteMatch","NegativeMatch"
"86","62c08fa6cab36e3a08790b49","test_ConceptualMatch_Concrete","7","ConceptualMatchingOnly","fireplace","mud","fireplace-mud","ConceptualMatch:concrete","PositiveMismatch"
"87","62c08fa6cab36e3a08790b49","control_MaxMismatch","10","MaxMismatch","compassion","garbage","compassion-garbage","AbstractMismatch","PositiveMismatch"
"88","62c08fa6cab36e3a08790b49","control_MaxMatch_Negative_Abstract","16","MaxMatch","lonliness","resentment","lonliness-resentment","AbstractMatch","NegativeMatch"
"89","62c08fa6cab36e3a08790b49","control_Dissimilar","5","DissimilarControl","enter","exit","enter-exit","",""
"90","62c08fa6cab36e3a08790b49","control_Similar","95","SimilarControl","buy","purchase","buy-purchase","",""
"91","62c08fa6cab36e3a08790b49","control_MaxMatch_Positive_Concrete","3","MaxMatch","flowers","home","flowers-home","ConcreteMatch","PositiveMatch"
"92","62c08fa6cab36e3a08790b49","control_Dissimilar","8","DissimilarControl","increase","decrease","increase-decrease","",""
"93","62c08fa6cab36e3a08790b49","control_Similar","85","SimilarControl","show","display","show-display","",""
"94","62c08fa6cab36e3a08790b49","test_ValenceMatch_Positive","16","ValenceMatchingOnly","home","gratitude","home-gratitude","ConcreteMismatch","PositiveMatch"
"95","62c08fa6cab36e3a08790b49","test_ValenceMatch_Negative","12","ValenceMatchingOnly","despair","mold","despair-mold","AbstractMismatch","NegativeMatch"
"96","62c08fa6cab36e3a08790b49","control_MaxMatch_Positive_Abstract","86","MaxMatch","peace","gratitude","peace-gratitude","AbstractMatch","PositiveMatch"
"97","62c08fa6cab36e3a08790b49","test_ConceptualMatch_Abstract","6","ConceptualMatchingOnly","resentment","freedom","resentment-freedom","ConceptualMatch:abstract","NegativeMismatch"
"98","62c08fa6cab36e3a08790b49","control_MaxMatch_Negative_Concrete","65","MaxMatch","garbage","stench","garbage-stench","ConcreteMatch","NegativeMatch"
"99","62c08fa6cab36e3a08790b49","test_ConceptualMatch_Concrete","5","ConceptualMatchingOnly","home","injury","home-injury","ConceptualMatch:concrete","PositiveMismatch"
"100","62c08fa6cab36e3a08790b49","control_MaxMismatch","14","MaxMismatch","compassion","smoke","compassion-smoke","AbstractMismatch","PositiveMismatch"
"101","62c08fa6cab36e3a08790b49","control_MaxMatch_Negative_Abstract","82","MaxMatch","anxiety","despair","anxiety-despair","AbstractMatch","NegativeMatch"
"102","62c08fa6cab36e3a08790b49","control_Dissimilar","11","DissimilarControl","come","go","come-go","",""
"103","62c08fa6cab36e3a08790b49","control_Similar","74","SimilarControl","need","require","need-require","",""
"104","62c08fa6cab36e3a08790b49","control_MaxMatch_Positive_Concrete","6","MaxMatch","laughter","beach","laughter-beach","ConcreteMatch","PositiveMatch"
"105","62c08fa6cab36e3a08790b49","control_Dissimilar","11","DissimilarControl","begin","end","begin-end","",""
"106","62c08fa6cab36e3a08790b49","control_Similar","95","SimilarControl","begin","start","begin-start","",""
"107","62c08fa6cab36e3a08790b49","test_ValenceMatch_Positive","6","ValenceMatchingOnly","sunshine","freedom","sunshine-freedom","ConcreteMismatch","PositiveMatch"
"108","62c08fa6cab36e3a08790b49","test_ValenceMatch_Negative","8","ValenceMatchingOnly","envy","injury","envy-injury","AbstractMismatch","NegativeMatch"
"109","62c08fa6cab36e3a08790b49","control_MaxMatch_Positive_Abstract","77","MaxMatch","gratitude","inspiration","gratitude-inspiration","AbstractMatch","PositiveMatch"
"110","62c08fa6cab36e3a08790b49","test_ConceptualMatch_Abstract","9","ConceptualMatchingOnly","anxiety","love","anxiety-love","ConceptualMatch:abstract","NegativeMismatch"
"111","62c08fa6cab36e3a08790b49","control_MaxMatch_Negative_Concrete","28","MaxMatch","vomit","injury","vomit-injury","ConcreteMatch","NegativeMatch"
"112","62c08fa6cab36e3a08790b49","test_ConceptualMatch_Concrete","11","ConceptualMatchingOnly","rain","stench","rain-stench","ConceptualMatch:concrete","PositiveMismatch"
"113","62c08fa6cab36e3a08790b49","control_MaxMismatch","15","MaxMismatch","joy","filth","joy-filth","AbstractMismatch","PositiveMismatch"
"114","62c08fa6cab36e3a08790b49","control_MaxMatch_Negative_Abstract","70","MaxMatch","despair","failure","despair-failure","AbstractMatch","NegativeMatch"
"115","62c08fa6cab36e3a08790b49","control_Dissimilar","10","DissimilarControl","rise","fall","rise-fall","",""
"116","62c08fa6cab36e3a08790b49","control_Similar","99","SimilarControl","use","employ","use-employ","",""
"117","62c08fa6cab36e3a08790b49","control_MaxMatch_Positive_Concrete","6","MaxMatch","laughter","chocolate","laughter-chocolate","ConcreteMatch","PositiveMatch"
"118","62c08fa6cab36e3a08790b49","control_Dissimilar","15","DissimilarControl","open","close","open-close","",""
"119","62c08fa6cab36e3a08790b49","control_Similar","85","SimilarControl","get","obtain","get-obtain","",""
"120","62c08fa6cab36e3a08790b49","test_ValenceMatch_Positive","16","ValenceMatchingOnly","beach","peace","beach-peace","ConcreteMismatch","PositiveMatch"
"121","62c08fa6cab36e3a08790b49","test_ValenceMatch_Negative","5","ValenceMatchingOnly","lonliness","rot","lonliness-rot","AbstractMismatch","NegativeMatch"
"122","62c08fa6cab36e3a08790b49","control_MaxMatch_Positive_Abstract","34","MaxMatch","freedom","happiness","freedom-happiness","AbstractMatch","PositiveMatch"
"123","62c08fa6cab36e3a08790b49","test_ConceptualMatch_Abstract","7","ConceptualMatchingOnly","guilt","inspiration","guilt-inspiration","ConceptualMatch:abstract","NegativeMismatch"
"124","62c08fa6cab36e3a08790b49","control_MaxMatch_Negative_Concrete","92","MaxMatch","mold","stench","mold-stench","ConcreteMatch","NegativeMatch"
"125","62c08fa6cab36e3a08790b49","test_ConceptualMatch_Concrete","11","ConceptualMatchingOnly","beach","smoke","beach-smoke","ConceptualMatch:concrete","PositiveMismatch"
"126","62c08fa6cab36e3a08790b49","control_MaxMismatch","16","MaxMismatch","compassion","filth","compassion-filth","AbstractMismatch","PositiveMismatch"
"127","62c08fa6cab36e3a08790b49","control_MaxMatch_Negative_Abstract","80","MaxMatch","grief","shame","grief-shame","AbstractMatch","NegativeMatch"
"128","62c08fa6cab36e3a08790b49","control_Dissimilar","8","DissimilarControl","push","pull","push-pull","",""
"129","62c08fa6cab36e3a08790b49","control_Similar","86","SimilarControl","ask","inquire","ask-inquire","",""
"130","62c08fa6cab36e3a08790b49","control_MaxMatch_Positive_Concrete","22","MaxMatch","sunshine","music","sunshine-music","ConcreteMatch","PositiveMatch"
"131","66d9f8b25ab58922e89d53b2","control_Similar","99","SimilarControl","end","finish","end-finish","",""
"132","66d9f8b25ab58922e89d53b2","control_Dissimilar","52","DissimilarControl","begin","end","begin-end","",""
"133","66d9f8b25ab58922e89d53b2","control_MaxMatch_Positive_Abstract","99","MaxMatch","peace","happiness","peace-happiness","AbstractMatch","PositiveMatch"
"134","66d9f8b25ab58922e89d53b2","test_ConceptualMatch_Abstract","49","ConceptualMatchingOnly","lonliness","hope","lonliness-hope","ConceptualMatch:abstract","NegativeMismatch"
"135","66d9f8b25ab58922e89d53b2","control_MaxMismatch","0","MaxMismatch","freedom","injury","freedom-injury","AbstractMismatch","PositiveMismatch"
"136","66d9f8b25ab58922e89d53b2","control_Similar","0","SimilarControl","use","employ","use-employ","",""
"137","66d9f8b25ab58922e89d53b2","test_ValenceMatch_Positive","0","ValenceMatchingOnly","laughter","hope","laughter-hope","ConcreteMismatch","PositiveMatch"
"138","66d9f8b25ab58922e89d53b2","control_MaxMatch_Positive_Concrete","0","MaxMatch","music","rain","music-rain","ConcreteMatch","PositiveMatch"
"139","66d9f8b25ab58922e89d53b2","control_Dissimilar","99","DissimilarControl","open","close","open-close","",""
"140","66d9f8b25ab58922e89d53b2","control_MaxMatch_Negative_Concrete","0","MaxMatch","injury","filth","injury-filth","ConcreteMatch","NegativeMatch"
"141","66d9f8b25ab58922e89d53b2","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","home","mold","home-mold","ConceptualMatch:concrete","PositiveMismatch"
"142","66d9f8b25ab58922e89d53b2","test_ValenceMatch_Negative","0","ValenceMatchingOnly","failure","smoke","failure-smoke","AbstractMismatch","NegativeMatch"
"143","66d9f8b25ab58922e89d53b2","control_MaxMatch_Negative_Abstract","77","MaxMatch","failure","shame","failure-shame","AbstractMatch","NegativeMatch"
"144","66d9f8b25ab58922e89d53b2","control_Similar","99","SimilarControl","begin","start","begin-start","",""
"145","66d9f8b25ab58922e89d53b2","control_Dissimilar","99","DissimilarControl","add","remove","add-remove","",""
"146","66d9f8b25ab58922e89d53b2","control_MaxMatch_Positive_Abstract","99","MaxMatch","joy","compassion","joy-compassion","AbstractMatch","PositiveMatch"
"147","66d9f8b25ab58922e89d53b2","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","lonliness","happiness","lonliness-happiness","ConceptualMatch:abstract","NegativeMismatch"
"148","66d9f8b25ab58922e89d53b2","control_MaxMismatch","0","MaxMismatch","kindness","mud","kindness-mud","AbstractMismatch","PositiveMismatch"
"149","66d9f8b25ab58922e89d53b2","control_Similar","99","SimilarControl","get","obtain","get-obtain","",""
"150","66d9f8b25ab58922e89d53b2","test_ValenceMatch_Positive","99","ValenceMatchingOnly","hug","gratitude","hug-gratitude","ConcreteMismatch","PositiveMatch"
"151","66d9f8b25ab58922e89d53b2","control_MaxMatch_Positive_Concrete","0","MaxMatch","laughter","flowers","laughter-flowers","ConcreteMatch","PositiveMatch"
"152","66d9f8b25ab58922e89d53b2","control_Dissimilar","99","DissimilarControl","increase","decrease","increase-decrease","",""
"153","66d9f8b25ab58922e89d53b2","control_MaxMatch_Negative_Concrete","0","MaxMatch","smoke","vomit","smoke-vomit","ConcreteMatch","NegativeMatch"
"154","66d9f8b25ab58922e89d53b2","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","music","rust","music-rust","ConceptualMatch:concrete","PositiveMismatch"
"155","66d9f8b25ab58922e89d53b2","test_ValenceMatch_Negative","0","ValenceMatchingOnly","envy","rust","envy-rust","AbstractMismatch","NegativeMatch"
"156","66d9f8b25ab58922e89d53b2","control_MaxMatch_Negative_Abstract","99","MaxMatch","anxiety","despair","anxiety-despair","AbstractMatch","NegativeMatch"
"157","66d9f8b25ab58922e89d53b2","control_Similar","99","SimilarControl","speak","talk","speak-talk","",""
"158","66d9f8b25ab58922e89d53b2","control_Dissimilar","99","DissimilarControl","come","go","come-go","",""
"159","66d9f8b25ab58922e89d53b2","control_MaxMatch_Positive_Abstract","0","MaxMatch","love","hope","love-hope","AbstractMatch","PositiveMatch"
"160","66d9f8b25ab58922e89d53b2","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","resentment","joy","resentment-joy","ConceptualMatch:abstract","NegativeMismatch"
"161","66d9f8b25ab58922e89d53b2","control_MaxMismatch","0","MaxMismatch","compassion","stench","compassion-stench","AbstractMismatch","PositiveMismatch"
"162","66d9f8b25ab58922e89d53b2","control_Similar","99","SimilarControl","show","display","show-display","",""
"163","66d9f8b25ab58922e89d53b2","test_ValenceMatch_Positive","0","ValenceMatchingOnly","fireplace","inspiration","fireplace-inspiration","ConcreteMismatch","PositiveMatch"
"164","66d9f8b25ab58922e89d53b2","control_MaxMatch_Positive_Concrete","50","MaxMatch","flowers","rain","flowers-rain","ConcreteMatch","PositiveMatch"
"165","66d9f8b25ab58922e89d53b2","control_Dissimilar","99","DissimilarControl","arrive","leave","arrive-leave","",""
"166","66d9f8b25ab58922e89d53b2","control_MaxMatch_Negative_Concrete","0","MaxMatch","mud","stench","mud-stench","ConcreteMatch","NegativeMatch"
"167","66d9f8b25ab58922e89d53b2","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","fireplace","injury","fireplace-injury","ConceptualMatch:concrete","PositiveMismatch"
"168","66d9f8b25ab58922e89d53b2","test_ValenceMatch_Negative","0","ValenceMatchingOnly","envy","garbage","envy-garbage","AbstractMismatch","NegativeMatch"
"169","66d9f8b25ab58922e89d53b2","control_MaxMatch_Negative_Abstract","0","MaxMatch","grief","resentment","grief-resentment","AbstractMatch","NegativeMatch"
"170","66d9f8b25ab58922e89d53b2","control_Similar","99","SimilarControl","buy","purchase","buy-purchase","",""
"171","66d9f8b25ab58922e89d53b2","control_Dissimilar","99","DissimilarControl","push","pull","push-pull","",""
"172","66d9f8b25ab58922e89d53b2","control_MaxMatch_Positive_Abstract","0","MaxMatch","love","joy","love-joy","AbstractMatch","PositiveMatch"
"173","66d9f8b25ab58922e89d53b2","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","despair","peace","despair-peace","ConceptualMatch:abstract","NegativeMismatch"
"174","66d9f8b25ab58922e89d53b2","control_MaxMismatch","0","MaxMismatch","gratitude","injury","gratitude-injury","AbstractMismatch","PositiveMismatch"
"175","66d9f8b25ab58922e89d53b2","control_Similar","99","SimilarControl","ask","inquire","ask-inquire","",""
"176","66d9f8b25ab58922e89d53b2","test_ValenceMatch_Positive","0","ValenceMatchingOnly","home","inspiration","home-inspiration","ConcreteMismatch","PositiveMatch"
"177","66d9f8b25ab58922e89d53b2","control_MaxMatch_Positive_Concrete","0","MaxMatch","flowers","hug","flowers-hug","ConcreteMatch","PositiveMatch"
"178","66d9f8b25ab58922e89d53b2","control_Dissimilar","99","DissimilarControl","rise","fall","rise-fall","",""
"179","66d9f8b25ab58922e89d53b2","control_MaxMatch_Negative_Concrete","0","MaxMatch","rust","filth","rust-filth","ConcreteMatch","NegativeMatch"
"180","66d9f8b25ab58922e89d53b2","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","flowers","rust","flowers-rust","ConceptualMatch:concrete","PositiveMismatch"
"181","66d9f8b25ab58922e89d53b2","test_ValenceMatch_Negative","0","ValenceMatchingOnly","grief","rot","grief-rot","AbstractMismatch","NegativeMatch"
"182","66d9f8b25ab58922e89d53b2","control_MaxMatch_Negative_Abstract","0","MaxMatch","grief","shame","grief-shame","AbstractMatch","NegativeMatch"
"183","66d9f8b25ab58922e89d53b2","control_Similar","99","SimilarControl","help","assist","help-assist","",""
"184","66d9f8b25ab58922e89d53b2","control_Dissimilar","99","DissimilarControl","give","take","give-take","",""
"185","66d9f8b25ab58922e89d53b2","control_MaxMatch_Positive_Abstract","0","MaxMatch","happiness","compassion","happiness-compassion","AbstractMatch","PositiveMatch"
"186","66d9f8b25ab58922e89d53b2","test_ConceptualMatch_Abstract","99","ConceptualMatchingOnly","anxiety","peace","anxiety-peace","ConceptualMatch:abstract","NegativeMismatch"
"187","66d9f8b25ab58922e89d53b2","control_MaxMismatch","0","MaxMismatch","peace","vomit","peace-vomit","AbstractMismatch","PositiveMismatch"
"188","66d9f8b25ab58922e89d53b2","control_Similar","99","SimilarControl","need","require","need-require","",""
"189","66d9f8b25ab58922e89d53b2","test_ValenceMatch_Positive","0","ValenceMatchingOnly","flowers","kindness","flowers-kindness","ConcreteMismatch","PositiveMatch"
"190","66d9f8b25ab58922e89d53b2","control_MaxMatch_Positive_Concrete","0","MaxMatch","chocolate","fireplace","chocolate-fireplace","ConcreteMatch","PositiveMatch"
"191","66d9f8b25ab58922e89d53b2","control_Dissimilar","99","DissimilarControl","enter","exit","enter-exit","",""
"192","66d9f8b25ab58922e89d53b2","control_MaxMatch_Negative_Concrete","0","MaxMatch","garbage","rust","garbage-rust","ConcreteMatch","NegativeMatch"
