Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch,FeatureMatchSpecific
lonliness,mold,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
lonliness,injury,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
lonliness,stench,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
lonliness,filth,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
regret,lonliness,abstract-negative,abstract-negative,MaxMatch,an-an
regret,regret,abstract-negative,abstract-negative,SelfPair,an-an
regret,anxiety,abstract-negative,abstract-negative,MaxMatch,an-an
regret,despair,abstract-negative,abstract-negative,MaxMatch,an-an
regret,guilt,abstract-negative,abstract-negative,MaxMatch,an-an
regret,grief,abstract-negative,abstract-negative,MaxMatch,an-an
regret,resentment,abstract-negative,abstract-negative,MaxMatch,an-an
regret,failure,abstract-negative,abstract-negative,MaxMatch,an-an
regret,shame,abstract-negative,abstract-negative,MaxMatch,an-an
regret,envy,abstract-negative,abstract-negative,MaxMatch,an-an
regret,sunshine,abstract-negative,concrete-positive,MaxMismatch,an-cp
regret,laughter,abstract-negative,concrete-positive,MaxMismatch,an-cp
regret,flowers,abstract-negative,concrete-positive,MaxMismatch,an-cp
regret,music,abstract-negative,concrete-positive,MaxMismatch,an-cp
regret,beach,abstract-negative,concrete-positive,MaxMismatch,an-cp
regret,hug,abstract-negative,concrete-positive,MaxMismatch,an-cp
regret,home,abstract-negative,concrete-positive,MaxMismatch,an-cp
regret,rain,abstract-negative,concrete-positive,MaxMismatch,an-cp
regret,chocolate,abstract-negative,concrete-positive,MaxMismatch,an-cp
regret,fireplace,abstract-negative,concrete-positive,MaxMismatch,an-cp
regret,love,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
regret,hope,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
regret,joy,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
regret,peace,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
regret,freedom,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
regret,kindness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
regret,happiness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
regret,compassion,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
regret,gratitude,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
regret,inspiration,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
regret,smoke,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
regret,rot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
regret,mud,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
regret,vomit,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
regret,garbage,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
regret,rust,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
regret,mold,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
regret,injury,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
regret,stench,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
regret,filth,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
anxiety,lonliness,abstract-negative,abstract-negative,MaxMatch,an-an
anxiety,regret,abstract-negative,abstract-negative,MaxMatch,an-an
anxiety,anxiety,abstract-negative,abstract-negative,SelfPair,an-an
anxiety,despair,abstract-negative,abstract-negative,MaxMatch,an-an
anxiety,guilt,abstract-negative,abstract-negative,MaxMatch,an-an
anxiety,grief,abstract-negative,abstract-negative,MaxMatch,an-an
anxiety,resentment,abstract-negative,abstract-negative,MaxMatch,an-an
anxiety,failure,abstract-negative,abstract-negative,MaxMatch,an-an
anxiety,shame,abstract-negative,abstract-negative,MaxMatch,an-an
anxiety,envy,abstract-negative,abstract-negative,MaxMatch,an-an
anxiety,sunshine,abstract-negative,concrete-positive,MaxMismatch,an-cp
anxiety,laughter,abstract-negative,concrete-positive,MaxMismatch,an-cp
anxiety,flowers,abstract-negative,concrete-positive,MaxMismatch,an-cp
anxiety,music,abstract-negative,concrete-positive,MaxMismatch,an-cp
anxiety,beach,abstract-negative,concrete-positive,MaxMismatch,an-cp
anxiety,hug,abstract-negative,concrete-positive,MaxMismatch,an-cp
anxiety,home,abstract-negative,concrete-positive,MaxMismatch,an-cp
anxiety,rain,abstract-negative,concrete-positive,MaxMismatch,an-cp
anxiety,chocolate,abstract-negative,concrete-positive,MaxMismatch,an-cp
anxiety,fireplace,abstract-negative,concrete-positive,MaxMismatch,an-cp
anxiety,love,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
anxiety,hope,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
anxiety,joy,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
anxiety,peace,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
anxiety,freedom,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
anxiety,kindness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
anxiety,happiness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
anxiety,compassion,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
anxiety,gratitude,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
anxiety,inspiration,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
anxiety,smoke,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
anxiety,rot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
anxiety,mud,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
anxiety,vomit,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
anxiety,garbage,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
anxiety,rust,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
anxiety,mold,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
anxiety,injury,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
anxiety,stench,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
anxiety,filth,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
despair,lonliness,abstract-negative,abstract-negative,MaxMatch,an-an
despair,regret,abstract-negative,abstract-negative,MaxMatch,an-an
despair,anxiety,abstract-negative,abstract-negative,MaxMatch,an-an
despair,despair,abstract-negative,abstract-negative,SelfPair,an-an
despair,guilt,abstract-negative,abstract-negative,MaxMatch,an-an
despair,grief,abstract-negative,abstract-negative,MaxMatch,an-an
despair,resentment,abstract-negative,abstract-negative,MaxMatch,an-an
despair,failure,abstract-negative,abstract-negative,MaxMatch,an-an
despair,shame,abstract-negative,abstract-negative,MaxMatch,an-an
despair,envy,abstract-negative,abstract-negative,MaxMatch,an-an
despair,sunshine,abstract-negative,concrete-positive,MaxMismatch,an-cp
despair,laughter,abstract-negative,concrete-positive,MaxMismatch,an-cp
despair,flowers,abstract-negative,concrete-positive,MaxMismatch,an-cp
despair,music,abstract-negative,concrete-positive,MaxMismatch,an-cp
despair,beach,abstract-negative,concrete-positive,MaxMismatch,an-cp
despair,hug,abstract-negative,concrete-positive,MaxMismatch,an-cp
despair,home,abstract-negative,concrete-positive,MaxMismatch,an-cp
despair,rain,abstract-negative,concrete-positive,MaxMismatch,an-cp
despair,chocolate,abstract-negative,concrete-positive,MaxMismatch,an-cp
despair,fireplace,abstract-negative,concrete-positive,MaxMismatch,an-cp
despair,love,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
despair,hope,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
despair,joy,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
despair,peace,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
despair,freedom,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
despair,kindness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
despair,happiness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
despair,compassion,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
despair,gratitude,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
despair,inspiration,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
despair,smoke,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
despair,rot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
despair,mud,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
despair,vomit,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
despair,garbage,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
despair,rust,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
despair,mold,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
despair,injury,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
despair,stench,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
despair,filth,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
guilt,lonliness,abstract-negative,abstract-negative,MaxMatch,an-an
guilt,regret,abstract-negative,abstract-negative,MaxMatch,an-an
guilt,anxiety,abstract-negative,abstract-negative,MaxMatch,an-an
guilt,despair,abstract-negative,abstract-negative,MaxMatch,an-an
guilt,guilt,abstract-negative,abstract-negative,SelfPair,an-an
guilt,grief,abstract-negative,abstract-negative,MaxMatch,an-an
guilt,resentment,abstract-negative,abstract-negative,MaxMatch,an-an
guilt,failure,abstract-negative,abstract-negative,MaxMatch,an-an
guilt,shame,abstract-negative,abstract-negative,MaxMatch,an-an
guilt,envy,abstract-negative,abstract-negative,MaxMatch,an-an
guilt,sunshine,abstract-negative,concrete-positive,MaxMismatch,an-cp
guilt,laughter,abstract-negative,concrete-positive,MaxMismatch,an-cp
guilt,flowers,abstract-negative,concrete-positive,MaxMismatch,an-cp
guilt,music,abstract-negative,concrete-positive,MaxMismatch,an-cp
guilt,beach,abstract-negative,concrete-positive,MaxMismatch,an-cp
guilt,hug,abstract-negative,concrete-positive,MaxMismatch,an-cp
guilt,home,abstract-negative,concrete-positive,MaxMismatch,an-cp
guilt,rain,abstract-negative,concrete-positive,MaxMismatch,an-cp
guilt,chocolate,abstract-negative,concrete-positive,MaxMismatch,an-cp
guilt,fireplace,abstract-negative,concrete-positive,MaxMismatch,an-cp
guilt,love,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
guilt,hope,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
guilt,joy,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
guilt,peace,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
guilt,freedom,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
guilt,kindness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
guilt,happiness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
guilt,compassion,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
guilt,gratitude,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
guilt,inspiration,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
guilt,smoke,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
guilt,rot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
guilt,mud,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
guilt,vomit,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
guilt,garbage,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
guilt,rust,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
guilt,mold,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
guilt,injury,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
guilt,stench,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
guilt,filth,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
grief,lonliness,abstract-negative,abstract-negative,MaxMatch,an-an
grief,regret,abstract-negative,abstract-negative,MaxMatch,an-an
grief,anxiety,abstract-negative,abstract-negative,MaxMatch,an-an
grief,despair,abstract-negative,abstract-negative,MaxMatch,an-an
grief,guilt,abstract-negative,abstract-negative,MaxMatch,an-an
grief,grief,abstract-negative,abstract-negative,SelfPair,an-an
grief,resentment,abstract-negative,abstract-negative,MaxMatch,an-an
grief,failure,abstract-negative,abstract-negative,MaxMatch,an-an
grief,shame,abstract-negative,abstract-negative,MaxMatch,an-an
grief,envy,abstract-negative,abstract-negative,MaxMatch,an-an
grief,sunshine,abstract-negative,concrete-positive,MaxMismatch,an-cp
grief,laughter,abstract-negative,concrete-positive,MaxMismatch,an-cp
grief,flowers,abstract-negative,concrete-positive,MaxMismatch,an-cp
grief,music,abstract-negative,concrete-positive,MaxMismatch,an-cp
grief,beach,abstract-negative,concrete-positive,MaxMismatch,an-cp
grief,hug,abstract-negative,concrete-positive,MaxMismatch,an-cp
grief,home,abstract-negative,concrete-positive,MaxMismatch,an-cp
grief,rain,abstract-negative,concrete-positive,MaxMismatch,an-cp
grief,chocolate,abstract-negative,concrete-positive,MaxMismatch,an-cp
grief,fireplace,abstract-negative,concrete-positive,MaxMismatch,an-cp
grief,love,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
grief,hope,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
grief,joy,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
grief,peace,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
grief,freedom,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
grief,kindness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
grief,happiness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
grief,compassion,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
grief,gratitude,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
grief,inspiration,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
grief,smoke,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
grief,rot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
grief,mud,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
grief,vomit,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
grief,garbage,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
grief,rust,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
grief,mold,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
grief,injury,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
grief,stench,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
grief,filth,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
resentment,lonliness,abstract-negative,abstract-negative,MaxMatch,an-an
resentment,regret,abstract-negative,abstract-negative,MaxMatch,an-an
resentment,anxiety,abstract-negative,abstract-negative,MaxMatch,an-an
resentment,despair,abstract-negative,abstract-negative,MaxMatch,an-an
resentment,guilt,abstract-negative,abstract-negative,MaxMatch,an-an
resentment,grief,abstract-negative,abstract-negative,MaxMatch,an-an
resentment,resentment,abstract-negative,abstract-negative,SelfPair,an-an
resentment,failure,abstract-negative,abstract-negative,MaxMatch,an-an
resentment,shame,abstract-negative,abstract-negative,MaxMatch,an-an
resentment,envy,abstract-negative,abstract-negative,MaxMatch,an-an
resentment,sunshine,abstract-negative,concrete-positive,MaxMismatch,an-cp
resentment,laughter,abstract-negative,concrete-positive,MaxMismatch,an-cp
resentment,flowers,abstract-negative,concrete-positive,MaxMismatch,an-cp
resentment,music,abstract-negative,concrete-positive,MaxMismatch,an-cp
resentment,beach,abstract-negative,concrete-positive,MaxMismatch,an-cp
resentment,hug,abstract-negative,concrete-positive,MaxMismatch,an-cp
resentment,home,abstract-negative,concrete-positive,MaxMismatch,an-cp
resentment,rain,abstract-negative,concrete-positive,MaxMismatch,an-cp
resentment,chocolate,abstract-negative,concrete-positive,MaxMismatch,an-cp
resentment,fireplace,abstract-negative,concrete-positive,MaxMismatch,an-cp
resentment,love,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
resentment,hope,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
resentment,joy,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
resentment,peace,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
resentment,freedom,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
resentment,kindness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
resentment,happiness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
resentment,compassion,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
resentment,gratitude,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
resentment,inspiration,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
resentment,smoke,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
resentment,rot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
resentment,mud,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
resentment,vomit,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
resentment,garbage,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
resentment,rust,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
resentment,mold,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
resentment,injury,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
resentment,stench,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
resentment,filth,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
failure,lonliness,abstract-negative,abstract-negative,MaxMatch,an-an
failure,regret,abstract-negative,abstract-negative,MaxMatch,an-an
failure,anxiety,abstract-negative,abstract-negative,MaxMatch,an-an
failure,despair,abstract-negative,abstract-negative,MaxMatch,an-an
failure,guilt,abstract-negative,abstract-negative,MaxMatch,an-an
failure,grief,abstract-negative,abstract-negative,MaxMatch,an-an
failure,resentment,abstract-negative,abstract-negative,MaxMatch,an-an
failure,failure,abstract-negative,abstract-negative,SelfPair,an-an
failure,shame,abstract-negative,abstract-negative,MaxMatch,an-an
failure,envy,abstract-negative,abstract-negative,MaxMatch,an-an
failure,sunshine,abstract-negative,concrete-positive,MaxMismatch,an-cp
failure,laughter,abstract-negative,concrete-positive,MaxMismatch,an-cp
failure,flowers,abstract-negative,concrete-positive,MaxMismatch,an-cp
failure,music,abstract-negative,concrete-positive,MaxMismatch,an-cp
failure,beach,abstract-negative,concrete-positive,MaxMismatch,an-cp
failure,hug,abstract-negative,concrete-positive,MaxMismatch,an-cp
failure,home,abstract-negative,concrete-positive,MaxMismatch,an-cp
failure,rain,abstract-negative,concrete-positive,MaxMismatch,an-cp
failure,chocolate,abstract-negative,concrete-positive,MaxMismatch,an-cp
failure,fireplace,abstract-negative,concrete-positive,MaxMismatch,an-cp
failure,love,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
failure,hope,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
failure,joy,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
failure,peace,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
failure,freedom,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
failure,kindness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
failure,happiness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
failure,compassion,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
failure,gratitude,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
failure,inspiration,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
failure,smoke,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
failure,rot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
failure,mud,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
failure,vomit,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
failure,garbage,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
failure,rust,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
failure,mold,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
failure,injury,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
failure,stench,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
failure,filth,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
shame,lonliness,abstract-negative,abstract-negative,MaxMatch,an-an
shame,regret,abstract-negative,abstract-negative,MaxMatch,an-an
shame,anxiety,abstract-negative,abstract-negative,MaxMatch,an-an
shame,despair,abstract-negative,abstract-negative,MaxMatch,an-an
shame,guilt,abstract-negative,abstract-negative,MaxMatch,an-an
shame,grief,abstract-negative,abstract-negative,MaxMatch,an-an
shame,resentment,abstract-negative,abstract-negative,MaxMatch,an-an
shame,failure,abstract-negative,abstract-negative,MaxMatch,an-an
shame,shame,abstract-negative,abstract-negative,SelfPair,an-an
shame,envy,abstract-negative,abstract-negative,MaxMatch,an-an
shame,sunshine,abstract-negative,concrete-positive,MaxMismatch,an-cp
shame,laughter,abstract-negative,concrete-positive,MaxMismatch,an-cp
shame,flowers,abstract-negative,concrete-positive,MaxMismatch,an-cp
shame,music,abstract-negative,concrete-positive,MaxMismatch,an-cp
shame,beach,abstract-negative,concrete-positive,MaxMismatch,an-cp
shame,hug,abstract-negative,concrete-positive,MaxMismatch,an-cp
shame,home,abstract-negative,concrete-positive,MaxMismatch,an-cp
shame,rain,abstract-negative,concrete-positive,MaxMismatch,an-cp
shame,chocolate,abstract-negative,concrete-positive,MaxMismatch,an-cp
shame,fireplace,abstract-negative,concrete-positive,MaxMismatch,an-cp
shame,love,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
shame,hope,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
shame,joy,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
shame,peace,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
shame,freedom,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
shame,kindness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
shame,happiness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
shame,compassion,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
shame,gratitude,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
shame,inspiration,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
shame,smoke,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
shame,rot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
shame,mud,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
shame,vomit,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
shame,garbage,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
shame,rust,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
shame,mold,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
shame,injury,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
shame,stench,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
shame,filth,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
envy,lonliness,abstract-negative,abstract-negative,MaxMatch,an-an
envy,regret,abstract-negative,abstract-negative,MaxMatch,an-an
envy,anxiety,abstract-negative,abstract-negative,MaxMatch,an-an
envy,despair,abstract-negative,abstract-negative,MaxMatch,an-an
envy,guilt,abstract-negative,abstract-negative,MaxMatch,an-an
envy,grief,abstract-negative,abstract-negative,MaxMatch,an-an
envy,resentment,abstract-negative,abstract-negative,MaxMatch,an-an
envy,failure,abstract-negative,abstract-negative,MaxMatch,an-an
envy,shame,abstract-negative,abstract-negative,MaxMatch,an-an
envy,envy,abstract-negative,abstract-negative,SelfPair,an-an
envy,sunshine,abstract-negative,concrete-positive,MaxMismatch,an-cp
envy,laughter,abstract-negative,concrete-positive,MaxMismatch,an-cp
envy,flowers,abstract-negative,concrete-positive,MaxMismatch,an-cp
envy,music,abstract-negative,concrete-positive,MaxMismatch,an-cp
envy,beach,abstract-negative,concrete-positive,MaxMismatch,an-cp
envy,hug,abstract-negative,concrete-positive,MaxMismatch,an-cp
envy,home,abstract-negative,concrete-positive,MaxMismatch,an-cp
envy,rain,abstract-negative,concrete-positive,MaxMismatch,an-cp
envy,chocolate,abstract-negative,concrete-positive,MaxMismatch,an-cp
envy,fireplace,abstract-negative,concrete-positive,MaxMismatch,an-cp
envy,love,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
envy,hope,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
envy,joy,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
envy,peace,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
envy,freedom,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
envy,kindness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
envy,happiness,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
envy,compassion,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
